TEST_AGE,CERT_GBN,TEST_SEX,ITEM_F001,ITEM_F002
14,하,F,162.0,51.6
15,하,F,158.6,52.8
15,중,F,153.3,44.6
14,하,F,157.7,52.5
14,하,F,163.8,55.0
15,하,F,160.4,45.1
13,하,F,157.6,41.9
13,하,F,152.5,37.6
13,하,F,168.4,50.6
14,하,F,165.7,70.5
14,중,F,160.0,51.1
13,하,F,156.5,51.0
14,하,F,155.9,47.5
14,하,F,166.9,54.9
14,하,F,153.5,54.8
14,하,F,165.9,68.6
15,하,M,169.2,65.9
15,하,M,161.0,56.6
15,중,M,162.0,56.3
15,하,M,166.3,57.9
15,하,M,157.2,46.1
15,하,M,172.0,65.2
15,하,M,167.1,45.6
13,하,F,167.5,66.7
14,하,F,159.7,65.7
14,하,F,150.1,64.2
14,하,F,163.0,50.8
14,하,F,158.5,47.1
14,하,F,153.0,44.2
15,하,M,177.3,64.5
14,하,M,169.2,59.2
14,하,M,158.4,50.4
14,하,M,184.7,79.2
14,하,M,160.3,39.5
14,중,M,164.0,46.9
14,중,M,164.4,54.2
14,하,M,153.5,52.2
14,하,M,157.0,41.4
14,하,M,167.0,52.6
14,하,M,160.4,46.1
14,하,M,165.0,40.7
14,하,M,168.7,73.1
14,하,M,163.0,45.3
14,하,M,170.0,48.9
14,하,M,166.1,71.1
14,하,M,163.5,55.2
14,하,M,172.2,48.7
14,하,M,156.0,46.1
14,하,M,171.9,48.7
14,하,M,167.1,47.5
14,하,M,167.1,53.7
14,하,M,167.9,52.2
14,하,M,169.9,42.5
14,하,M,164.1,42.8
14,하,M,156.5,46.6
14,하,M,160.8,50.6
14,하,M,167.5,57.4
14,하,M,169.5,73.8
14,하,M,164.9,51.8
14,하,M,155.3,43.7
14,중,M,170.0,55.5
14,하,M,174.5,51.3
14,하,F,164.2,67.2
14,하,F,153.0,44.9
14,하,M,151.5,43.0
14,하,M,153.2,43.7
14,하,F,154.0,51.6
14,하,F,158.9,56.1
14,중,F,161.0,41.3
14,하,F,161.0,75.4
14,하,F,159.0,67.0
14,하,F,161.5,43.1
14,하,F,160.0,52.0
14,하,F,157.3,48.5
14,하,F,159.5,52.8
14,하,F,159.6,43.2
14,중,F,164.5,47.1
14,하,F,158.7,49.1
14,하,F,156.3,43.8
14,하,F,157.5,61.2
13,하,F,157.5,43.6
15,하,M,170.6,68.6
14,중,M,165.8,44.1
15,하,M,169.9,49.5
15,중,M,170.9,61.4
15,하,M,166.8,54.0
15,중,F,161.2,61.0
15,하,F,161.8,53.1
13,하,M,160.5,47.4
13,하,M,162.7,71.1
13,하,M,152.3,63.6
13,하,M,167.0,70.3
13,하,M,148.8,37.0
13,하,M,172.5,83.1
14,하,F,157.9,40.7
14,하,F,154.1,60.4
14,중,F,159.5,53.3
14,하,F,166.7,51.4
14,하,F,158.5,44.2
14,하,F,158.5,64.1
14,하,F,157.4,49.7
14,하,F,151.2,48.9
14,하,F,159.2,85.4
14,하,F,159.5,47.2
14,하,F,161.1,50.0
14,하,F,159.8,59.6
15,중,M,170.3,53.5
15,하,M,176.6,70.7
15,하,M,170.4,59.1
15,하,M,168.0,54.6
15,하,M,165.2,55.6
15,하,M,165.0,54.5
14,하,M,173.3,75.0
15,하,M,162.2,57.6
15,하,M,167.1,63.1
15,하,M,175.9,60.8
14,하,F,162.4,49.7
14,하,F,159.6,56.8
14,하,F,155.0,50.3
14,하,F,152.5,45.9
14,하,F,161.5,56.5
14,하,F,159.0,65.1
14,하,F,158.9,57.7
14,하,F,163.3,53.6
14,하,F,164.5,66.8
14,하,F,160.0,45.3
14,하,F,161.4,44.7
14,하,F,158.0,45.8
14,하,F,159.4,41.4
14,하,F,165.4,50.8
14,하,F,163.7,58.0
14,하,F,156.2,46.8
15,하,M,167.3,55.6
15,하,M,166.2,56.6
16,하,M,156.6,60.6
15,하,M,170.4,48.3
15,하,M,173.0,62.5
15,하,M,180.4,75.6
15,하,M,175.0,56.5
15,하,M,165.0,77.0
14,하,M,174.5,46.6
15,하,M,166.7,50.9
15,하,M,178.3,79.3
15,중,M,177.8,65.7
15,하,M,176.2,54.3
13,하,F,154.2,44.4
13,하,F,161.3,47.6
13,하,F,147.7,35.7
13,하,F,161.2,54.8
13,중,F,149.7,36.7
13,하,F,160.0,53.4
13,하,F,152.0,43.8
13,하,F,152.0,43.7
12,하,F,152.0,42.8
13,하,F,155.4,53.4
14,하,F,165.2,47.9
14,하,F,160.6,62.2
14,하,F,154.6,54.6
14,하,F,158.4,45.0
14,하,F,156.0,38.2
14,하,F,156.0,45.9
13,하,F,154.7,49.8
13,하,F,148.3,47.9
13,하,F,170.1,57.6
13,하,F,165.6,51.2
13,하,F,150.7,38.9
13,하,F,161.8,45.7
13,하,F,159.5,51.8
13,하,F,159.9,72.7
13,하,F,148.0,39.1
13,하,F,153.9,47.9
13,하,F,155.2,55.8
13,하,F,149.5,39.2
15,하,M,179.0,60.3
15,하,M,177.6,59.2
15,하,M,164.8,59.8
15,하,M,170.0,68.8
15,하,M,179.5,95.1
15,하,M,181.0,75.8
15,하,M,173.5,75.6
15,하,M,166.6,52.7
15,하,M,170.4,63.0
15,하,M,170.0,63.3
15,하,M,176.5,79.1
15,하,F,156.3,46.6
15,하,F,158.8,53.0
15,하,F,158.8,59.3
15,하,F,160.8,51.7
15,중,F,156.3,48.5
15,하,F,163.3,43.9
15,하,F,159.4,52.1
14,하,F,160.5,41.7
15,하,F,153.0,54.2
15,중,F,166.8,53.2
15,하,F,159.0,53.9
15,중,F,157.4,49.0
15,하,F,162.3,50.4
15,하,M,168.5,51.1
15,하,M,171.6,67.2
15,하,M,173.5,75.2
15,하,M,170.5,63.1
15,중,M,164.3,47.8
15,하,M,167.5,60.4
15,하,M,171.3,55.7
13,중,M,161.8,49.2
13,하,M,150.6,34.8
13,하,M,144.5,36.7
15,하,M,166.9,49.3
14,하,M,172.9,62.8
15,하,M,174.0,54.2
15,하,M,164.9,64.4
15,하,M,173.6,80.4
15,하,M,173.9,58.3
15,하,M,175.7,73.0
15,하,M,169.5,62.6
15,하,M,165.9,57.1
15,하,M,172.4,70.5
15,하,F,153.0,47.2
14,하,F,160.0,58.7
15,하,F,163.4,55.3
15,중,F,156.5,38.5
15,하,M,170.3,54.8
14,중,M,166.9,49.4
14,하,M,174.5,61.1
14,하,M,175.4,59.9
15,하,M,167.2,66.2
13,하,F,159.2,48.3
15,중,M,172.8,53.5
15,하,M,175.5,67.7
62,하,F,151.5,63.24
13,하,F,152.2,36.3
73,하,F,160.8,61.76
64,하,F,153.8,54.0
58,하,M,171.4,68.9
46,하,M,166.4,75.9
19,하,M,173.2,62.12
19,하,M,166.1,68.62
63,하,F,157.9,70.98
53,하,M,179.5,71.02
54,하,F,149.4,47.2
19,하,M,164.0,50.4
32,하,F,161.1,71.5
69,하,F,146.0,59.1
62,하,F,158.5,65.3
74,하,F,151.5,49.02
68,하,F,151.5,56.74
74,상,F,146.3,58.8
23,하,M,175.8,80.34
67,하,M,169.5,74.9
14,하,M,171.0,63.2
19,하,F,160.1,65.02
22,하,F,165.9,61.92
22,중,F,155.4,55.02
19,하,M,177.3,77.42
19,하,M,167.6,62.98
65,하,M,169.0,71.52
29,하,M,165.9,69.6
61,하,M,171.4,81.04
55,하,F,155.5,61.18
39,하,M,164.8,64.36
60,하,F,152.0,62.32
74,하,M,162.0,68.18
19,하,F,154.1,43.94
20,하,F,153.1,49.5
53,하,F,163.0,71.7
40,하,M,180.8,88.8
33,하,M,171.1,74.16
57,하,F,160.2,62.34
43,하,M,182.1,84.22
25,하,M,162.6,46.66
71,하,M,167.7,77.02
56,하,F,154.9,62.4
57,하,M,170.2,76.58
19,하,F,166.6,52.3
19,하,F,156.4,47.96
25,하,M,172.4,82.26
40,하,M,174.0,75.34
72,하,M,164.9,70.74
33,상,F,159.9,52.0
33,하,F,161.4,69.0
35,하,F,159.3,71.3
47,중,F,152.3,47.64
54,하,F,159.9,64.2
26,하,M,167.6,55.62
59,하,F,155.6,57.6
43,하,F,152.9,57.06
13,하,M,173.6,77.5
39,중,M,174.4,72.96
50,하,M,173.8,69.54
22,하,F,161.8,52.54
51,하,M,165.0,59.0
31,하,F,157.9,49.18
55,상,F,160.9,48.46
34,하,F,172.9,63.78
21,하,M,177.1,74.94
23,하,M,168.3,80.14
45,상,M,167.8,68.14
22,하,M,174.6,60.18
19,하,F,163.2,58.48
20,하,M,178.9,101.14
20,하,M,167.5,55.32
21,하,M,171.9,72.56
25,하,M,181.6,84.1
36,하,F,156.3,52.2
24,하,F,163.5,47.7
32,하,F,171.1,55.82
52,하,F,161.4,56.0
62,하,F,151.9,50.3
21,하,M,184.5,78.8
23,하,M,167.8,109.28
40,하,F,167.3,58.16
20,하,F,161.6,67.9
39,하,F,165.0,68.88
19,하,F,164.4,53.68
56,하,F,150.9,64.98
57,하,F,157.8,48.08
66,하,F,148.5,59.08
75,하,M,156.5,64.1
40,하,F,150.6,47.32
71,하,F,151.0,56.24
70,하,M,168.5,59.12
63,하,F,156.6,70.76
29,하,M,172.1,130.02
41,하,M,158.0,75.84
19,하,F,155.0,51.48
42,하,M,175.2,79.36
19,하,F,168.5,58.72
22,하,M,172.2,63.12
70,하,F,162.9,56.92
68,하,F,154.4,62.5
69,하,M,173.6,79.36
24,하,F,170.7,53.8
53,하,F,150.5,65.0
68,하,M,171.0,62.6
64,하,F,145.3,56.8
70,하,F,148.3,60.21
34,하,F,161.5,58.12
64,하,M,178.6,74.1
57,하,F,158.9,58.9
61,하,F,147.0,49.4
71,하,F,152.2,67.0
28,하,M,173.0,62.6
13,하,F,156.0,50.4
24,중,M,174.8,64.54
35,중,M,164.6,74.2
71,하,F,163.0,66.4
68,중,F,156.0,51.7
66,하,F,154.0,64.3
24,중,M,174.5,58.5
60,하,F,143.5,47.4
60,하,F,155.6,72.9
34,하,M,178.1,76.46
25,하,F,164.2,61.32
56,상,F,155.5,51.98
73,하,F,149.6,48.44
52,하,F,159.2,56.2
61,하,F,152.8,56.04
62,하,F,155.9,59.98
54,하,M,163.2,62.6
25,하,M,170.8,87.14
65,하,M,156.7,67.7
66,중,F,146.9,58.5
69,중,F,153.1,53.52
19,하,M,169.3,64.08
72,하,F,149.6,55.42
63,하,F,156.0,60.22
56,중,F,146.3,52.24
19,하,M,169.6,78.64
54,하,F,149.3,52.6
57,하,F,155.4,48.9
25,하,F,165.6,60.56
55,하,F,157.4,72.04
72,상,F,151.0,63.8
69,하,F,152.0,72.0
74,하,F,146.5,61.5
51,중,M,169.7,85.76
39,중,F,167.3,55.9
72,하,F,146.7,43.92
36,하,M,173.4,80.9
41,하,F,157.0,73.14
20,하,M,162.9,64.8
23,하,M,170.8,62.52
20,하,M,167.8,54.92
41,하,F,166.3,49.62
70,하,M,164.0,63.52
28,하,M,170.5,65.64
22,중,M,174.2,66.48
54,하,F,150.8,60.4
19,하,F,160.5,53.68
31,하,M,181.7,96.92
28,하,F,164.7,54.7
30,하,M,170.1,68.0
46,상,F,153.0,49.46
20,중,F,165.1,55.36
45,상,F,167.6,60.6
19,하,M,182.9,81.4
22,하,F,170.2,57.36
23,상,F,162.4,49.9
26,중,F,166.6,52.28
28,하,M,174.9,59.9
27,하,M,170.5,89.46
23,하,M,173.0,78.52
24,하,M,180.0,111.6
25,하,M,177.1,92.5
76,하,F,155.9,68.78
56,하,F,150.3,67.58
28,하,M,184.8,74.6
19,하,M,173.6,59.8
19,하,F,154.6,43.4
32,상,F,155.9,54.6
57,하,M,168.0,72.52
27,하,F,160.2,50.52
34,하,F,156.6,45.86
22,하,M,167.3,64.9
51,상,M,172.1,64.0
33,하,M,177.5,70.38
51,하,F,154.4,59.38
55,하,M,181.7,90.62
46,중,F,148.0,63.74
68,하,F,155.2,59.38
26,하,F,169.9,101.22
34,상,F,163.0,57.28
83,하,M,160.0,54.58
73,중,M,172.5,65.1
71,상,F,160.3,58.14
54,하,F,160.6,47.2
62,하,F,159.7,64.1
35,하,F,165.3,54.9
28,상,F,161.6,61.86
44,하,F,157.7,63.0
55,하,F,154.0,49.2
13,하,M,181.6,103.7
25,하,M,171.9,62.9
28,하,F,166.6,62.4
69,하,F,154.3,64.12
22,중,F,154.7,53.04
23,중,F,156.8,56.56
38,중,M,169.9,65.08
34,하,M,166.6,73.94
65,하,F,149.9,54.12
38,하,F,163.2,59.08
37,중,M,171.5,65.18
14,하,M,175.5,89.6
14,하,M,169.8,47.9
14,하,M,164.0,46.3
49,하,M,171.0,85.0
21,하,M,171.3,67.9
20,하,M,169.7,76.1
56,중,F,163.0,60.02
36,하,M,184.0,103.36
23,하,M,181.0,74.88
62,하,M,166.9,73.16
48,하,F,153.0,57.92
60,하,F,160.3,60.76
63,하,F,145.0,51.5
68,하,M,172.8,62.42
62,하,F,158.7,54.6
23,하,M,182.7,80.4
24,하,F,164.9,55.1
25,하,M,173.2,56.5
75,중,M,169.1,73.1
27,하,M,175.8,67.6
51,상,M,170.9,66.96
20,하,M,182.0,64.92
72,하,M,160.0,55.12
24,하,M,172.5,72.36
22,하,F,154.1,59.18
30,하,M,169.8,63.48
20,하,F,152.7,47.22
29,하,M,175.1,86.16
27,하,M,176.6,63.98
64,중,M,167.3,68.3
37,하,F,153.0,49.18
26,하,M,170.2,69.36
23,하,F,156.6,40.5
71,하,M,160.2,62.5
51,상,M,167.7,59.54
57,상,M,167.4,66.24
49,하,M,170.0,75.8
51,하,M,184.9,85.26
28,중,M,172.1,79.5
14,하,F,162.0,59.6
14,중,F,161.0,50.7
72,하,M,174.5,66.1
58,하,F,163.4,75.23
42,하,F,165.5,62.7
73,중,F,151.0,53.1
25,하,M,177.9,70.2
42,하,M,171.6,77.78
70,하,F,148.1,58.8
62,하,F,155.4,58.98
69,하,F,149.4,64.38
20,하,M,169.8,61.72
19,중,M,174.0,62.02
13,하,F,157.0,45.1
24,하,M,171.6,77.68
21,하,M,185.0,68.86
20,하,M,184.0,84.46
20,하,M,163.0,45.08
24,하,M,173.2,80.2
24,하,M,174.8,64.7
31,하,M,173.0,103.22
32,하,F,155.9,47.34
32,하,F,161.7,50.36
68,하,M,160.5,60.9
60,중,M,166.4,75.42
25,하,M,169.1,63.9
66,하,F,154.8,58.62
27,하,M,184.6,73.8
33,하,M,169.3,80.16
25,하,F,156.7,48.78
26,하,F,164.9,64.4
32,중,M,176.2,78.0
28,하,M,172.8,59.2
46,하,F,158.4,61.18
20,하,F,163.7,68.3
26,하,F,162.0,51.2
48,하,F,152.0,62.4
19,하,M,181.1,67.8
26,하,M,170.3,71.32
44,하,F,163.8,52.3
59,하,F,155.8,56.44
59,하,F,158.1,53.66
62,하,F,154.4,51.5
66,하,F,148.9,56.58
23,하,F,159.4,54.24
34,하,F,159.4,47.64
68,하,F,151.8,53.84
68,상,M,163.4,76.7
28,하,F,157.0,50.2
28,하,M,182.9,95.0
49,하,F,158.9,49.74
37,하,F,168.9,78.1
53,하,F,157.2,60.8
67,하,F,150.5,65.88
63,중,M,177.2,79.64
23,하,F,162.5,50.7
15,하,F,155.4,51.1
28,하,M,176.5,85.3
60,하,M,166.2,62.8
52,하,F,156.6,57.8
56,상,M,171.2,76.9
56,하,M,173.1,69.1
52,하,F,161.6,65.0
63,하,F,155.2,52.3
69,하,F,160.0,65.76
69,하,F,154.2,60.68
23,하,M,180.7,72.74
41,하,M,179.2,76.56
24,하,F,158.6,49.98
24,하,M,170.3,88.9
24,하,M,174.2,76.5
25,하,M,168.9,76.48
49,하,M,172.3,74.96
25,중,F,166.4,49.58
18,하,F,159.7,56.48
67,하,F,156.1,61.3
66,하,F,156.6,54.9
66,하,F,148.5,55.1
49,하,F,160.3,68.8
51,하,F,155.1,70.6
14,하,M,160.5,59.5
14,하,M,167.5,57.1
13,하,M,160.0,48.0
72,하,F,152.7,54.62
76,하,F,156.5,64.08
54,하,M,165.3,67.6
35,중,F,161.1,58.94
14,하,M,170.1,73.9
27,하,M,176.5,67.18
54,하,F,157.6,54.76
54,하,M,166.6,67.24
20,중,M,170.1,64.8
34,하,F,163.7,49.4
66,하,M,167.7,72.72
14,하,M,153.8,43.2
49,하,F,151.5,54.6
26,하,F,163.3,46.8
22,하,F,169.4,59.7
72,중,F,160.7,62.1
81,중,F,160.3,70.9
77,하,F,147.6,51.6
68,하,F,147.8,55.9
70,중,F,152.8,64.48
60,중,F,154.7,61.52
62,상,M,159.2,54.74
22,하,F,171.4,76.66
46,하,M,169.4,71.48
22,하,F,170.5,65.26
77,하,M,158.9,71.08
67,하,F,154.2,56.38
26,중,F,160.6,46.22
35,하,F,162.9,51.52
47,하,F,158.7,59.14
29,하,F,157.3,47.5
42,하,F,149.0,56.0
41,하,M,169.2,81.4
41,하,M,166.6,63.46
38,하,M,164.0,66.06
21,하,M,170.8,76.3
23,하,M,179.3,87.36
21,하,M,168.4,59.0
46,하,F,164.8,64.54
65,하,F,155.0,70.42
21,하,F,168.6,73.88
44,상,F,162.0,60.42
46,하,F,157.0,61.0
44,하,M,181.0,74.1
71,하,F,148.0,68.5
51,하,F,158.0,64.0
35,하,M,173.6,75.1
14,하,F,159.0,60.9
63,상,F,157.1,49.9
37,중,M,178.0,73.6
21,하,M,169.6,59.7
21,하,M,177.2,74.1
19,하,M,169.0,84.1
77,상,M,158.4,59.88
75,하,M,156.8,54.98
21,하,F,155.6,52.62
24,하,M,179.6,67.64
58,중,M,174.8,79.8
35,하,F,164.9,95.9
83,중,M,163.0,66.64
23,하,M,175.8,60.1
24,하,M,176.3,82.52
26,하,F,157.8,55.5
34,하,F,165.9,88.0
19,하,F,159.7,70.8
24,하,M,175.7,79.38
81,중,F,148.5,60.2
72,하,F,149.3,52.0
73,중,F,152.7,59.7
21,하,M,173.5,67.0
35,하,F,156.7,53.1
37,하,F,161.8,68.9
39,중,F,159.4,54.7
51,중,F,155.2,48.54
63,하,F,154.4,53.82
25,하,M,171.0,67.78
51,하,F,160.0,69.0
45,하,F,165.2,61.3
51,하,F,156.3,65.38
55,하,F,164.0,63.94
30,중,M,180.6,82.62
40,중,M,166.0,71.92
38,하,F,168.0,58.86
58,하,F,151.0,63.98
21,하,F,160.2,71.96
21,하,F,164.3,64.1
62,중,M,164.8,73.7
62,하,M,167.0,76.26
21,하,F,165.1,63.94
15,하,M,167.8,54.78
23,하,F,165.6,45.54
30,하,F,153.8,55.64
31,하,F,158.7,56.22
29,중,F,157.3,49.46
40,하,F,161.2,54.54
35,하,F,155.5,57.3
23,하,M,176.8,64.76
72,하,M,169.1,67.1
70,하,F,161.8,55.9
22,하,M,168.5,69.82
22,하,M,173.3,71.18
24,하,M,166.5,53.26
20,하,M,181.0,57.52
53,하,F,152.1,54.36
35,상,M,181.0,76.02
27,하,F,155.9,57.86
19,하,F,161.8,64.62
25,하,F,160.6,77.64
28,하,M,176.4,80.5
35,중,M,173.2,69.78
40,하,M,168.1,71.44
33,중,M,187.8,93.78
43,하,M,165.7,71.1
56,중,F,159.7,59.9
37,하,M,176.9,67.1
44,하,F,163.0,76.08
26,하,M,165.7,76.36
25,하,F,169.9,63.52
37,하,F,157.2,56.34
18,하,M,172.0,62.2
44,중,M,176.5,76.26
48,하,F,150.3,51.5
55,하,M,166.0,60.44
50,하,M,169.1,74.08
39,하,M,170.6,83.36
56,하,M,161.4,71.66
54,하,F,155.5,58.64
43,하,F,161.1,64.28
39,하,F,152.3,57.58
27,하,F,159.7,52.58
35,하,M,172.0,77.62
47,하,M,170.5,75.68
20,하,F,158.1,58.9
20,하,F,157.8,55.7
30,하,F,163.0,55.6
53,하,F,156.7,46.5
39,하,F,166.9,53.6
35,하,F,162.8,93.38
32,하,F,159.3,64.98
59,하,M,166.0,61.86
25,하,M,163.7,75.68
24,하,F,160.5,52.36
45,하,F,161.6,72.42
14,하,F,154.2,42.8
47,하,M,165.8,72.5
14,하,F,150.2,49.7
55,하,F,154.7,49.6
42,하,F,156.0,47.28
48,하,M,168.0,52.6
31,하,M,177.4,82.94
29,하,F,160.6,65.6
45,하,F,151.8,54.14
39,하,M,174.2,61.5
21,하,F,160.9,57.4
34,하,F,164.3,53.7
69,하,F,158.5,63.88
77,하,F,154.0,65.6
81,하,F,157.3,65.54
73,하,F,156.6,57.4
75,하,F,156.4,60.1
24,하,M,164.0,58.28
39,하,M,176.7,69.3
20,중,M,174.1,67.14
23,하,F,160.8,58.82
27,상,F,159.4,65.2
70,상,F,154.4,63.96
44,하,M,157.8,51.24
19,하,F,163.9,69.64
68,하,M,167.8,85.18
64,하,M,170.0,71.32
20,하,F,159.1,60.04
45,중,F,154.8,49.7
22,하,M,177.3,88.02
56,하,F,156.3,60.74
25,하,M,179.1,68.06
25,하,M,181.8,99.56
22,하,M,179.3,80.18
32,하,F,155.2,53.92
24,하,M,165.0,79.7
58,하,F,158.5,62.92
30,하,M,163.9,76.66
22,하,F,158.0,61.2
22,하,M,173.1,63.94
51,중,F,157.1,52.84
54,하,M,165.8,67.28
25,하,M,185.8,84.82
36,하,M,182.5,77.3
70,상,F,146.5,51.6
67,하,M,164.9,60.52
38,하,F,157.0,58.18
41,하,F,162.0,59.96
38,하,M,161.0,71.5
14,하,M,166.5,52.8
65,상,F,144.7,46.28
68,하,M,161.2,59.9
64,하,F,151.2,53.14
63,상,F,155.2,59.32
77,하,F,147.2,40.26
66,하,M,163.4,61.24
19,하,M,174.5,65.8
19,하,M,169.3,50.4
19,중,M,167.8,59.4
15,하,M,172.0,53.5
66,하,F,148.6,55.22
15,하,M,169.0,70.1
15,하,M,171.0,84.9
36,하,F,163.0,64.2
32,하,F,164.3,89.7
66,중,F,150.3,55.3
36,하,M,169.2,58.44
27,중,M,177.0,68.9
22,하,F,165.9,66.56
49,하,F,160.8,56.78
20,하,F,170.1,56.96
24,하,M,176.3,71.3
23,중,F,163.0,42.3
62,하,F,154.9,66.68
42,하,F,148.2,55.2
23,하,F,170.0,57.12
27,하,M,171.2,65.86
44,중,M,172.1,63.46
36,중,F,157.4,52.66
22,하,F,156.9,67.7
25,하,F,148.6,57.82
53,하,F,162.7,68.38
25,하,F,157.1,56.46
25,상,F,160.1,45.5
24,하,F,168.7,47.36
25,하,F,162.0,48.52
73,하,F,144.0,54.58
20,하,F,164.3,45.82
63,하,F,160.1,55.84
66,하,M,160.0,70.0
17,하,M,169.0,53.3
35,하,M,173.0,68.1
44,하,F,161.0,65.0
42,하,M,173.0,95.3
51,하,F,157.0,54.7
25,하,M,168.0,62.0
42,하,M,178.0,71.6
23,하,M,173.1,67.14
13,하,F,152.2,60.6
13,중,F,146.6,39.3
22,하,M,167.9,67.76
47,하,M,162.5,62.84
29,하,M,165.2,65.12
15,하,M,176.5,81.1
15,하,M,173.3,53.9
15,하,M,165.4,50.0
15,하,M,180.8,61.4
15,하,F,155.0,47.7
15,하,F,157.3,77.0
13,하,M,151.4,39.9
43,하,F,154.5,54.68
37,중,M,158.2,65.34
15,하,M,169.5,72.0
15,하,M,166.6,62.7
15,하,M,167.4,70.0
15,하,F,171.5,64.1
15,하,F,159.6,42.1
15,하,F,167.9,49.2
15,하,F,163.0,70.3
15,하,F,167.3,72.9
15,중,F,147.5,44.4
15,하,F,156.8,53.7
27,하,M,176.2,85.34
65,하,F,160.3,48.22
50,중,F,156.4,65.02
33,하,F,166.0,65.0
44,하,M,164.4,61.72
58,하,F,154.7,57.64
23,하,M,172.2,69.26
24,중,M,163.9,58.04
69,하,F,155.7,51.1
56,하,F,157.9,59.8
25,하,M,179.2,91.12
46,하,F,163.5,56.86
51,중,F,161.6,67.84
32,하,M,172.2,67.54
46,하,M,174.0,70.02
60,하,F,156.9,59.72
55,하,F,155.0,72.9
21,하,M,179.8,73.78
25,하,F,154.5,52.14
48,하,F,156.6,83.7
61,하,F,154.2,58.28
41,하,M,165.0,62.52
73,하,F,160.1,62.04
61,하,F,151.0,55.6
15,하,F,167.6,62.3
15,하,F,159.6,40.2
15,하,F,164.4,54.5
15,하,F,164.2,46.2
23,하,F,162.1,49.78
56,하,F,156.4,53.66
47,하,F,160.0,59.24
62,하,F,152.9,54.36
60,하,F,148.9,58.04
20,하,F,152.7,55.22
19,하,M,166.0,64.48
22,하,F,157.7,50.72
73,하,M,172.2,59.0
70,하,F,151.6,77.18
42,하,M,169.9,78.6
43,하,F,155.7,54.5
49,하,M,165.6,70.18
15,하,M,168.4,86.1
14,하,M,171.9,59.9
15,하,M,163.4,66.3
14,하,M,165.5,45.1
53,하,F,161.3,67.42
24,하,F,154.6,45.0
19,중,F,170.7,50.86
48,중,F,158.2,59.98
69,하,M,169.3,73.12
77,하,F,152.0,60.7
19,하,F,164.4,53.12
15,하,F,156.0,48.6
19,하,M,177.4,65.84
19,하,M,178.9,73.6
26,하,F,156.2,56.0
28,하,F,161.5,54.84
27,하,F,167.9,62.44
15,하,F,163.3,54.8
15,하,F,159.3,53.1
15,하,F,158.1,52.4
58,하,F,157.5,55.68
30,하,F,159.8,53.42
20,하,F,165.3,60.44
21,하,M,171.7,73.08
53,하,F,152.5,59.32
45,하,F,155.5,54.38
15,하,F,169.3,52.6
15,하,F,165.7,62.8
15,하,F,160.5,50.4
19,하,F,160.8,52.52
19,중,M,187.0,81.78
62,하,M,173.4,67.46
73,하,F,149.1,60.78
69,하,F,160.4,67.72
61,하,F,159.4,61.5
13,하,M,163.0,46.7
13,하,M,145.8,36.7
13,하,M,168.6,67.3
13,하,M,163.3,45.7
13,하,M,164.9,57.7
20,하,F,161.2,51.04
63,하,F,157.8,54.28
69,하,M,162.0,68.58
71,하,M,166.4,56.7
41,하,F,166.2,84.2
59,하,F,150.3,49.94
76,하,F,136.3,49.08
39,하,M,180.2,83.4
15,하,F,155.5,53.1
15,하,F,161.1,59.0
15,하,F,157.7,51.8
15,하,F,161.0,77.5
13,하,M,162.7,49.8
13,하,M,146.7,44.6
13,하,M,159.9,49.9
13,하,M,170.1,59.8
13,중,M,157.4,45.6
22,하,F,149.4,36.5
38,하,M,181.3,97.34
35,하,F,158.7,56.56
25,하,M,172.4,73.18
65,하,F,154.1,46.82
22,하,F,160.1,51.84
23,하,M,173.2,81.5
36,하,M,171.0,76.68
12,하,F,151.0,51.1
28,하,M,165.8,84.84
70,하,M,167.8,72.66
13,하,F,159.1,41.0
13,하,F,152.8,42.7
13,하,F,162.3,53.5
14,상,M,174.9,55.4
14,하,M,170.1,48.1
14,하,M,179.5,86.5
14,하,M,152.9,58.5
14,하,M,168.0,51.9
14,하,M,181.0,51.9
43,하,M,171.4,68.52
57,하,F,153.9,56.76
13,하,F,154.3,40.0
14,하,M,166.5,49.9
13,하,F,160.0,59.5
14,하,F,155.0,52.7
32,하,M,178.8,84.02
48,하,M,171.1,78.42
28,하,M,172.6,65.66
59,하,F,148.4,50.12
22,하,F,157.0,50.8
59,하,F,171.4,68.28
58,하,F,154.4,81.96
62,하,M,163.1,62.38
52,하,M,173.2,78.98
34,하,M,174.8,82.5
37,하,F,163.3,101.06
71,하,M,167.4,62.92
42,하,F,153.5,52.48
82,하,M,156.7,55.48
66,하,F,159.9,60.7
14,하,F,157.7,41.5
14,하,F,158.6,44.4
14,하,F,162.8,57.9
14,하,F,156.8,40.3
32,하,F,161.6,71.5
49,중,F,156.0,53.68
50,하,M,162.4,62.98
15,하,M,167.0,59.7
15,하,M,168.0,53.1
15,하,M,163.4,47.2
53,하,M,173.7,82.32
21,하,F,161.0,64.04
25,하,M,180.2,86.34
24,하,M,175.4,60.1
48,하,M,167.1,72.08
19,하,F,168.7,59.6
25,하,M,156.5,46.28
15,하,M,164.0,48.1
15,하,M,161.0,48.7
15,하,M,163.5,66.1
14,하,M,167.5,63.9
15,하,M,175.3,67.9
46,하,F,163.5,61.44
33,하,F,148.6,64.5
42,하,F,164.2,61.92
59,하,F,150.8,54.52
15,하,F,158.5,67.87
15,하,F,153.0,46.5
15,하,F,166.3,50.1
